"run" "es.mean" "r.var" "n.obs" "n.vars" "true.err" "err.z.all" "err.t.all" "err.t.curve.all" "err.z.sig" "err.z.sig.sel" "err.t.sig.sel" "err.pcurve.all" "err.pcurve.sig" "true.edr" "edr.z.all" "edr.t.all" "edr.t.curve.all" "edr.z.sig" "edr.z.sig.sel" "edr.t.sig.sel" "edr.pcurve.all" "edr.pcurve.sig"
"87" 87 0 0.4 40 6 0.303134471861411 0.0358101729453808 0.0597781618258451 0.0597781618258451 0.073704042193878 0.102315377309363 0.176280976695656 0.05 0.06 0.164397648893602 0.0517407106516985 0.0577055458068587 0.0577055458068587 0.0657514069957115 0.0806829308260436 0.172624360050126 NA NA
"88" 88 0 0.4 40 8 0.304617272087148 0.0312612595501529 0.0552732762255382 0.0552732762255382 0.0950405093387637 0.025 0.0948494636953444 0.05 0.08 0.16596347891095 0.0515887894218744 0.0587478350664039 0.0587478350664039 0.0762785151159922 0.0500000000000001 0.0761693211236485 NA NA
"89" 89 0 0.4 40 10 0.303882935150657 0.0447557060725543 0.0698899250296462 0.0698899250296462 0.105887556659911 0.025 0.025 0.05 0.08 0.165004252304269 0.0553815442149478 0.064168340421444 0.064168340421444 0.083037260215283 0.0500000000000001 0.0500000000000001 NA NA
"90" 90 0 0.4 40 12 0.305758808070654 0.0594981114005366 0.0765229658820314 0.0765229658820314 0.124115769312908 0.025 0.0592851842481115 0.06 0.1 0.166717030168094 0.0602181429534633 0.0669725441871582 0.0669725441871582 0.0975647007323073 0.0500000000000001 0.0601422821218486 NA NA
"91" 91 0 0.4 60 2 0.305765889901583 0.0346450463436183 0.0493108387208794 0.0493108387208794 0.0527231866451408 0.0420965694425787 0.0464634075152145 0.05 0.06 0.167124096442464 0.0524901856323355 0.0567909116125672 0.0567909116125672 0.0578946078280285 0.0545906771566946 0.0552946537502603 NA NA
"92" 92 0 0.4 60 4 0.297447348354973 0.025 0.025 0.025 0.0405937666905955 0.0405572647821356 0.0820927145756813 0.05 0.05 0.164317095550139 0.0500000000000001 0.0500000000000001 0.0500000000000001 0.054153630969724 0.0541431024920136 0.0695237462345417 NA NA
"93" 93 0 0.4 60 6 0.301207597877667 0.0348591264407252 0.0418740099173493 0.0418740099173493 0.0668989437475891 0.0283253133569842 0.0280594750203187 0.05 0.06 0.164517341949445 0.052548274398524 0.0545255077634505 0.0545255077634505 0.0629792596806663 0.0508314076359375 0.0504107300742033 NA NA
"94" 94 0 0.4 60 8 0.304446540713364 0.0391998820707287 0.0579850480322604 0.0579850480322604 0.0945726368366459 0.0252254869412969 0.0757610239407309 0.05 0.08 0.167524761753853 0.0537544698049959 0.0596831897501203 0.0596831897501203 0.076011651594815 0.0500555165716206 0.0666380257257127 NA NA
"95" 95 0 0.4 60 10 0.303571625981291 0.039607155149752 0.0539540846344954 0.0539540846344954 0.106254490295702 0.025 0.0366249949053499 0.05 0.08 0.166314541797714 0.0538704891734517 0.0583033343907084 0.0583033343907084 0.0832869015711199 0.0500000000000001 0.0530323767504194 NA NA
"96" 96 0 0.4 60 12 0.301215181828303 0.0304258692336692 0.045564669908207 0.045564669908207 0.118607323854559 0.150648074385802 0.144102452498505 0.05 0.1 0.165325110937405 0.0513709973519721 0.0556267082839818 0.0556267082839818 0.0926655653444865 0.130898175042401 0.120722742266573 NA NA
"97" 97 0 0.4 80 2 0.304570300404005 0.0351870466200864 0.0464618721226974 0.0464618721226974 0.0539243297906531 0.0251016736350006 0.0580776463041943 0.05 0.06 0.166870698201862 0.0521335323259466 0.0547057625728417 0.0547057625728417 0.0582780173812937 0.050004959529807 0.0597156552729622 NA NA
"98" 98 0 0.4 80 4 0.30156092733924 0.033021626282702 0.0414917880767053 0.0414917880767053 0.067814269259367 0.0581871340795908 0.103951264164211 0.05 0.06 0.164977854891908 0.0520538295898581 0.0544139487275193 0.0544139487275193 0.0633384460220477 0.0597540879598197 0.0817443129469367 NA NA
"99" 99 0 0.4 80 6 0.305934552333503 0.0547144660718491 0.0647929384760378 0.0647929384760378 0.086252306425777 0.025 0.0429116724115571 0.06 0.08 0.166822991100538 0.0557902714850887 0.0606515855024522 0.0606515855024522 0.0715595252156348 0.0500000000000001 0.054830689709763 NA NA
"100" 100 0 0.4 80 8 0.304167156261628 0.0352244270336758 0.0469761762218405 0.0469761762218405 0.0760603716849486 0.197617860530382 0.0737773788861671 0.05 0.07 0.164572279628431 0.0525088779705077 0.0558891102290174 0.0558891102290174 0.0667690502530355 0.180186165839022 0.0544438835951973 NA NA
"101" 101 0 0.4 80 10 0.307264365019347 0.0439861911188714 0.0554463749975391 0.0554463749975391 0.0894459733316424 0.0544889487097853 0.0625530646197714 0.05 0.08 0.168692842735666 0.0551503326504103 0.0588066640966188 0.0588066640966188 0.0732053328763742 0.0584827432351897 0.0613280077351832 NA NA
"102" 102 0 0.4 80 12 0.302379639575894 0.0316705776492119 0.0394575668167965 0.0394575668167965 0.0891842348399963 0.113263866495929 0.172865887982564 0.05 0.07 0.165655734485434 0.0516961769891834 0.053827817988013 0.053827817988013 0.0730676073335952 0.0883614599070586 0.171507757441399 NA NA
"103" 103 0 0.4 100 2 0.304305965356561 0.0281844589287876 0.034894424445108 0.034894424445108 0.0547913089236561 0.0770405787720265 0.168536670710203 0.05 0.06 0.166334616510812 0.0507956302763334 0.0523236356256826 0.0523236356256826 0.0585846529373647 0.0672017161770709 0.170075045753088 NA NA
"104" 104 0 0.4 100 4 0.298426827555055 0.025 0.025 0.025 0.0507360889723153 0.0262715345763016 0.0290365009265344 0.05 0.06 0.164692951667109 0.0500000000000001 0.0500000000000001 0.0500000000000001 0.0572467385714669 0.0500620949480173 0.0502008100612629 NA NA
"105" 105 0 0.4 100 6 0.313008443565955 0.0703441531512686 0.0799123615765068 0.0799123615765068 0.108976798703255 0.137869597317445 0.168536670710203 0.06 0.09 0.168324839107716 0.0643528597936215 0.0685022330009968 0.0685022330009968 0.0851869576979833 0.112402581728357 0.170075045753088 NA NA
"106" 106 0 0.4 100 8 0.300836846420142 0.0289683596517763 0.0358199848537163 0.0358199848537163 0.0950494488973999 0.0704493068081351 0.118829742840082 0.05 0.07 0.165799556081103 0.0509953852431968 0.0528105863854842 0.0528105863854842 0.0762836322755965 0.0643957273350273 0.0928538302409221 NA NA
"107" 107 0 0.4 100 10 0.301091473365255 0.025 0.025 0.025 0.0841529079505272 0.0570005653039442 0.07751926238566 0.05 0.07 0.165405848349642 0.0500000000000001 0.0500000000000001 0.0500000000000001 0.0705173574210956 0.0593401942816651 0.0674150526419464 NA NA
"108" 108 0 0.4 100 12 0.301523966754012 0.0451654424298485 0.0553404729943414 0.0553404729943414 0.108564867171106 0.0504425825678465 0.0724704244207183 0.05 0.08 0.16496651365283 0.0555054479694799 0.058770658453962 0.058770658453962 0.0848938994697377 0.0571522713552268 0.0652309097981796 NA NA
"109" 109 0 0.6 10 2 0.304760601177193 0.025 0.104670756760144 0.104670756760144 0.0449734466438932 0.0482647736222964 0.184723164145513 0.05 0.06 0.1635549164588 0.0500000000000001 0.0729783715409906 0.0729783715409906 0.0554473197316195 0.0536170768955274 0.172927604966736 NA NA
"110" 110 0 0.6 10 4 0.307907090791165 0.0437865315814459 0.157849840152083 0.157849840152083 0.0799715418818529 0.025 0.0985583838654466 0.05 0.07 0.162865304947837 0.0550906572362482 0.068012038632911 0.068012038632911 0.0685295629728107 0.0500000000000001 0.0565989919468427 NA NA
"111" 111 0 0.6 10 6 0.316869811307134 0.0359718028137133 0.142148188347867 0.142148188347867 0.0718683872843748 0.0476328769007931 0.535949748672342 0.05 0.07 0.167003357115813 0.0506004887262905 0.0649159023590397 0.0649159023590397 0.0644832780827991 0.0560163595490879 0.528331362527791 NA NA
"112" 112 0 0.6 10 8 0.317281915400097 0.0401717898328667 0.138876541241849 0.138876541241849 0.0913311008708974 0.0365595184139413 0.179454827386052 0.05 0.09 0.166972105147583 0.0540321668824971 0.100590596780459 0.100590596780459 0.0742128251253055 0.0506675322172815 0.1719677568184 NA NA
"113" 113 0 0.6 10 10 0.311794062733686 0.0501863692810118 0.143694860145126 0.143694860145126 0.119641964766379 0.0442690993684687 0.406350295546124 0.06 0.1 0.164659604815945 0.0570700617095907 0.0858338569665586 0.0858338569665586 0.093547875436907 0.0552351116476542 0.314303901352372 NA NA
"114" 114 0 0.6 10 12 0.309265699028163 0.0385634657850401 0.13228414263816 0.13228414263816 0.0982692323134545 0.0627764129618256 0.275479002291669 0.05 0.09 0.163196292218295 0.0535741719227615 0.0855734374159427 0.0855734374159427 0.0781724544050064 0.0614107572266425 0.145634798043365 NA NA
"115" 115 0 0.6 20 2 0.307676378360052 0.0440533175280313 0.0786375776073588 0.0786375776073588 0.0726024949391111 0.130321244062368 0.0427791443539159 0.05 0.06 0.165767681671568 0.0551704248355648 0.0679187738572462 0.0679187738572462 0.0652862397465738 0.103743557943633 0.0510004737481709 NA NA
"116" 116 0 0.6 20 4 0.311552273585403 0.0580684598720213 0.0971610184338152 0.0971610184338152 0.0850596455946713 0.025 0.175086741029314 0.06 0.08 0.167088962215618 0.0597124328753097 0.0775118752453798 0.0775118752453798 0.0709637257530318 0.0500000000000001 0.172252134981537 NA NA
"117" 117 0 0.6 20 6 0.305705484863242 0.0407463555965154 0.0803698254712027 0.0803698254712027 0.0873150651641151 0.133284675802625 0.289590223358942 0.05 0.08 0.164727075768142 0.0541976875301795 0.0686601553923039 0.0686601553923039 0.0720989243082601 0.106979002037769 0.221909586777712 NA NA
"118" 118 0 0.6 20 8 0.304771989496767 0.0358685806982671 0.0856178547794124 0.0856178547794124 0.091198135162469 0.0484907954548704 0.0461237235421489 0.05 0.08 0.16502268964692 0.0528239225229204 0.0712413419302211 0.0712413419302211 0.074140854463777 0.0565319182582657 0.0514232981668372 NA NA
"119" 119 0 0.6 20 10 0.312932224256068 0.0484723760765065 0.0884309015896828 0.0884309015896828 0.123601676494521 0.025 0.119947577197335 0.06 0.1 0.168284186908223 0.0565261280095301 0.0706737101098105 0.0706737101098105 0.0970856641820435 0.0500000000000001 0.0930066702754561 NA NA
"120" 120 0 0.6 20 12 0.308339516634621 0.0576691688052425 0.0972111711867418 0.0972111711867418 0.13042200501917 0.025 0.1792820438403 0.06 0.1 0.165420777649605 0.0595727056687578 0.077541528793911 0.077541528793911 0.103850350425266 0.0500000000000001 0.173676079242338 NA NA
"121" 121 0 0.6 40 2 0.301753704354597 0.0265876881717191 0.0503321226224305 0.0503321226224305 0.0666171401252717 0.0332938126030451 0.0682744272118641 0.05 0.06 0.16568976446096 0.0503935404484394 0.057116799698248 0.057116799698248 0.0628694948063838 0.0521264831159184 0.0635205703726962 NA NA
"122" 122 0 0.6 40 4 0.310740908994911 0.0324614913616063 0.0618252267628542 0.0618252267628542 0.0659714546744543 0.0273094025346095 0.0851111466270256 0.05 0.06 0.169082788499241 0.0519049506016804 0.0610598879936692 0.0610598879936692 0.0626194318362222 0.0501150831839276 0.0693874112619334 NA NA
"123" 123 0 0.6 40 6 0.305037543308601 0.0443176812744986 0.0627670035578392 0.0627670035578392 0.0962319896702564 0.025 0.0284377076284598 0.05 0.08 0.166395550092343 0.05524969639711 0.06140726658211 0.06140726658211 0.0769666458574241 0.0500000000000001 0.0508599922210979 NA NA
"124" 124 0 0.6 40 8 0.299563799001512 0.0427944911645726 0.0601922484222155 0.0601922484222155 0.120030093527928 0.025 0.0672219455198779 0.05 0.09 0.164111759301483 0.0547960550911992 0.0604667816449132 0.0604667816449132 0.0938832089602056 0.0500000000000001 0.063105543951914 NA NA
"125" 125 0 0.6 40 10 0.308107973915166 0.0587641470196635 0.0732212830139728 0.0732212830139728 0.126731082945365 0.0867003949389237 0.0870732431411467 0.06 0.1 0.16707312891539 0.0599574526922069 0.06554673146605 0.06554673146605 0.100076754901024 0.0717859636206193 0.0719754750552105 NA NA
"126" 126 0 0.6 40 12 0.304997317713293 0.0348780548993449 0.0556356692855856 0.0556356692855856 0.112682250048829 0.0415951266688362 0.0343274271312886 0.05 0.09 0.164817950388757 0.0525534166576363 0.0588711323247068 0.0588711323247068 0.0879169805282483 0.0536631673550096 0.050537249730225 NA NA
"127" 127 0 0.6 60 2 0.30389703098762 0.051958462813153 0.0705434949350326 0.0705434949350326 0.0746663200424365 0.025 0.0866664245830758 0.05 0.07 0.167054068285496 0.057643550584551 0.06443417312278 0.06443417312278 0.0661632213423691 0.0500000000000001 0.0717687467472769 NA NA
"128" 128 0 0.6 60 4 0.300593602183971 0.0428238463812657 0.053348321687929 0.053348321687929 0.0777154558080238 0.0684494811069801 0.0392804486052475 0.05 0.07 0.164595899680438 0.0548047273433547 0.0581014687057182 0.0581014687057182 0.067502882651844 0.0635901296673728 0.0534486664956575 NA NA
"129" 129 0 0.6 60 6 0.302525803950837 0.0325339763383928 0.0527864263373301 0.0527864263373301 0.0540648038847946 0.080242978775952 0.146144598056359 0.05 0.06 0.165442527627813 0.0519241684883522 0.0579154672235708 0.0579154672235708 0.0583403824183708 0.068655194758953 0.123723332466663 NA NA
"130" 130 0 0.6 60 8 0.300821978476685 0.040008446551323 0.0488923503585454 0.0488923503585454 0.100959828354967 0.124518739644191 0.119697821583596 0.05 0.08 0.16428023984806 0.0539852954275732 0.0566584450800195 0.0566584450800195 0.0798240949722293 0.0979435101300811 0.0935959866860007 NA NA
"131" 131 0 0.6 60 10 0.293244638036745 0.025 0.0383564499127285 0.0383564499127285 0.0722655575307583 0.06137529751873 0.0845118736669807 0.05 0.06 0.161116173387926 0.0500000000000001 0.0535157843665474 0.0535157843665474 0.0651452676850247 0.0608953131751222 0.070693395709063 NA NA
"132" 132 0 0.6 60 12 0.304633759779519 0.0464903845200865 0.0568681339638884 0.0568681339638884 0.12333796615597 0.0614631329550564 0.101617673613002 0.05 0.1 0.165974638898639 0.0559099314224678 0.0592943555721856 0.0592943555721856 0.0968417572099386 0.0609273718352583 0.0802385909654467 NA NA
"133" 133 0 0.6 80 2 0.299698182577092 0.0256661575162722 0.0378177283200133 0.0378177283200133 0.0521756990630659 0.057192062943755 0.0919473349498851 0.05 0.06 0.164751556516104 0.0501643696336994 0.0533644360850841 0.0533644360850841 0.0577146471066599 0.0594066031992337 0.0745482082274965 NA NA
"134" 134 0 0.6 80 4 0.304587281637642 0.0335112062890224 0.0454049708974602 0.0454049708974602 0.0736879573039219 0.0912602154555852 0.119285935476625 0.05 0.07 0.166779427958391 0.0521846569214715 0.0555781381979386 0.0555781381979386 0.0657445668980159 0.0741744394295363 0.0910272338373472 NA NA
"135" 135 0 0.6 80 6 0.305755536968943 0.0533515099442387 0.0628569044279788 0.0628569044279788 0.0769312060273825 0.0890994996066389 0.147636744621369 0.06 0.07 0.167753262060206 0.058102527507479 0.061440633695637 0.061440633695637 0.0671531610352894 0.0730231310329034 0.126011847463557 NA NA
"136" 136 0 0.6 80 8 0.303721870008717 0.0329505835218828 0.0461229550886946 0.0461229550886946 0.0730960052614617 0.0780449123475419 0.112749508183932 0.05 0.07 0.165576051718318 0.0504572198314766 0.0533252868759647 0.0533252868759647 0.0654938255006774 0.0676508865777968 0.0879681513441761 NA NA
"137" 137 0 0.6 80 10 0.300594016397564 0.0455629459327137 0.0562170810315665 0.0562170810315665 0.105672355068238 0.175405912785222 0.172467436185586 0.05 0.09 0.164813817047343 0.055626183509142 0.0590700313629821 0.0590700313629821 0.0828915439570284 0.172359645192591 0.171374885954938 NA NA
"138" 138 0 0.6 80 12 0.303084685974674 0.0412346946698016 0.0532562212422764 0.0532562212422764 0.115962635210158 0.0612162081165663 0.0310387404196191 0.05 0.09 0.165631855079122 0.0543391673513298 0.0580708993218483 0.0580708993218483 0.0904841187631738 0.0598351672651009 0.0503465121670513 NA NA
"139" 139 0 0.6 100 2 0.298782983996869 0.035403350003559 0.0437875418917399 0.0437875418917399 0.0632155021069151 0.025 0.025 0.05 0.06 0.164414370366226 0.0526965252070029 0.0550909588786252 0.0550909588786252 0.061574090418735 0.0500000000000001 0.0500000000000001 NA NA
"140" 140 0 0.6 100 4 0.300179067343725 0.0278950981206971 0.0308816122845061 0.0308816122845061 0.062005610776872 0.0254920307068242 0.0326375121248099 0.05 0.06 0.165687732845516 0.0507222897193771 0.051489584255528 0.051489584255528 0.0611261188183568 0.0500241792051364 0.0504312222331613 NA NA
"141" 141 0 0.6 100 6 0.301162819322871 0.0384310991153125 0.0441265858115674 0.0441265858115674 0.0741488493016539 0.0900380896581998 0.168536670710203 0.05 0.07 0.166376507217833 0.0535368240384633 0.0551923721151913 0.0551923721151913 0.0659411266932973 0.0735188257037874 0.170075045753088 NA NA
"142" 142 0 0.6 100 8 0.307121943020919 0.0488540562095067 0.0608303746390693 0.0608303746390693 0.10659451033259 0.025 0.0438247484478657 0.05 0.08 0.168211971708687 0.0566463544667002 0.0606971756720026 0.0606971756720026 0.0835195760706991 0.0500000000000001 0.055102069721549 NA NA
"143" 143 0 0.6 100 10 0.307989380885387 0.0509228447487485 0.0576500022959443 0.0576500022959443 0.12097192141361 0.025 0.025 0.05 0.09 0.169045376301334 0.0573070100484633 0.0595660150206726 0.0595660150206726 0.0947070072285463 0.0500000000000001 0.0500000000000001 NA NA
"144" 144 0 0.6 100 12 0.301856887075886 0.0472662754202661 0.0507388568030226 0.0507388568030226 0.120792509506291 0.0264759509175267 0.0481098860472198 0.05 0.1 0.165867316130476 0.0561495470652527 0.0572476309047309 0.0572476309047309 0.0945489663436271 0.0503656415839124 0.0564124178396655 NA NA
