"run","es.mean","r.vars","n.obs","n.vars","upper.pwr","lower.pwr","obs.power","true.edr","true.err","tot.mdl.edr","tot.mdl.err","sel.mdl.edr","sel.mdl.err","tot.mdl_bias.edr","tot.mdl_bias.err","tot.mdl_bias.OJS","tot.mdl_bias.EJS","tot.mdl_bias.P","sel.mdl_bias.edr","sel.mdl_bias.err","sel.mdl_bias.OJS","sel.mdl_bias.EJS","sel.mdl_bias.P"
93,0.5,0.5,15,10,0.261931262346821,0.00051177151864068,0.262443033865462,0.262443033865462,0.261931262346821,0.216944487473507,0.280499923730761,0.526551375513436,0.533010816088071,0.216944487473507,0.280499923730761,0,0.02,1,0.526551375513436,0.533010816088071,0,0.02,1
94,0.5,0.5,20,2,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.304008419672789,0.396853300097646,0.454911067547405,0.493027745144549,0.304008419672789,0.396853300097646,0,0.02,1,0.454911067547405,0.493027745144549,0,0.02,1
95,0.5,0.5,20,5,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.277630826568801,0.369307410020447,0.541177053912605,0.555547263636592,0.277630826568801,0.369307410020447,0,0.02,1,0.541177053912605,0.555547263636592,0,0.02,1
96,0.5,0.5,20,10,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.246058827016266,0.328572159094691,0.578564906656835,0.607978322265668,0.246058827016266,0.328572159094691,0,0.02,1,0.578564906656835,0.607978322265668,0,0.02,1
97,0.5,0.5,30,2,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.444122732671012,0.488321225715861,0.559313846164241,0.5818569153165,0.444122732671012,0.488321225715861,0,0.02,1,0.559313846164241,0.5818569153165,0,0.02,1
98,0.5,0.5,30,5,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.499115119427419,0.510187449236213,0.724161209177562,0.760563576538831,0.499115119427419,0.510187449236213,0,0.02,1,0.724161209177562,0.760563576538831,0,0.02,1
99,0.5,0.5,30,10,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.469949490269473,0.499227857304869,0.832491578851514,0.839464971850044,0.469949490269473,0.499227857304869,0,0.02,1,0.832491578851514,0.839464971850044,0,0.02,1
100,0.5,0.75,15,2,0.261931262346821,0.00051177151864068,0.262443033865462,0.262443033865462,0.261931262346821,0.198852679902122,0.243536104672846,0.265179053512325,0.3544001015648,0.198852679902122,0.243536104672846,0,0.02,1,0.265179053512325,0.3544001015648,0,0.02,1
101,0.5,0.75,15,5,0.261931262346821,0.00051177151864068,0.262443033865462,0.262443033865462,0.261931262346821,0.192512840807361,0.228939157779435,0.294792920639539,0.387789900260351,0.192512840807361,0.228939157779435,0,0.02,1,0.294792920639539,0.387789900260351,0,0.02,1
102,0.5,0.75,15,10,0.261931262346821,0.00051177151864068,0.262443033865462,0.262443033865462,0.261931262346821,0.205948430507589,0.258807662864363,0.421753263092093,0.504195411333439,0.205948430507589,0.258807662864363,0,0.02,1,0.421753263092093,0.504195411333439,0,0.02,1
103,0.5,0.75,20,2,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.301048014943805,0.394002251284795,0.253399864241029,0.441563065670425,0.301048014943805,0.394002251284795,0,0.02,1,0.253399864241029,0.441563065670425,0,0.02,1
104,0.5,0.75,20,5,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.239611609370524,0.318933858444364,0.516005273976175,0.515967793442332,0.239611609370524,0.318933858444364,0,0.02,1,0.516005273976175,0.515967793442332,0,0.02,1
105,0.5,0.75,20,10,0.337708365563488,0.000230663361602268,0.33793902892509,0.33793902892509,0.337708365563488,0.259326376945803,0.346898680232008,0.540751390668675,0.554908590431549,0.259326376945803,0.346898680232008,0,0.02,1,0.540751390668675,0.554908590431549,0,0.02,1
106,0.5,0.75,30,2,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.400128081186595,0.466500319125556,0.527328703922866,0.534240042665702,0.400128081186595,0.466500319125556,0,0.02,1,0.527328703922866,0.534240042665702,0,0.02,1
107,0.5,0.75,30,5,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.446113985278324,0.489207059948243,0.597787214955651,0.632382062482532,0.446113985278324,0.489207059948243,0,0.02,1,0.597787214955651,0.632382062482532,0,0.02,1
108,0.5,0.75,30,10,0.47784098594094,0.0000555348192697869,0.47789652076021,0.47789652076021,0.47784098594094,0.460310476509283,0.495300453999453,0.660502292022968,0.70212505429012,0.460310476509283,0.495300453999453,0,0.02,1,0.660502292022968,0.70212505429012,0,0.02,1
109,0.75,0,15,2,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.550906417623695,0.569876293834992,0.73588901368032,0.770226726201625,0.550906417623695,0.569876293834992,0,0.02,1,0.73588901368032,0.770226726201625,0,0.02,1
110,0.75,0,15,5,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.582057906317759,0.627126084580121,0.979427872267217,0.979429997487902,0.582057906317759,0.627126084580121,0,0.02,1,0.979427872267217,0.979429997487902,0,0.02,1
111,0.75,0,15,10,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.437055254284173,0.549624793490599,0.999189066243618,0.999189360242145,0.437055254284173,0.549624793490599,0,0.02,1,0.999189066243618,0.999189360242145,0,0.02,1
112,0.75,0,20,2,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.666629987631163,0.708235706599017,0.865125701764065,0.867011340291945,0.666629987631163,0.708235706599017,0,0.02,1,0.865125701764065,0.867011340291945,0,0.02,1
113,0.75,0,20,5,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.634913830187071,0.690091734073476,0.993435148159424,0.993512292171052,0.634913830187071,0.690091734073476,0,0.02,1,0.993435148159424,0.993512292171052,0,0.02,1
114,0.75,0,20,10,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.595220888753427,0.638476206222963,0.999984341029524,0.999984341202754,0.595220888753427,0.638476206222963,0,0.02,1,0.999984341029524,0.999984341202754,0,0.02,1
115,0.75,0,30,2,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.749783763280863,0.863157622937573,0.970458248081343,0.97156985153742,0.749783763280863,0.863157622937573,0,0.02,1,0.970458248081343,0.97156985153742,0,0.02,1
116,0.75,0,30,5,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.765634746147986,0.806055473189402,0.999971750013458,0.999971761354397,0.765634746147986,0.806055473189402,0,0.02,1,0.999971750013458,0.999971761354397,0,0.02,1
117,0.75,0,30,10,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.771223845212232,0.805242373121501,0.999999118167813,0.999999118190599,0.771223845212232,0.805242373121501,0,0.02,1,0.999999118167813,0.999999118190599,0,0.02,1
118,0.75,0.25,15,2,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.520213916617829,0.522852025625521,0.633684871715869,0.673991869724867,0.520213916617829,0.522852025625521,0,0.02,1,0.633684871715869,0.673991869724867,0,0.02,1
119,0.75,0.25,15,5,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.541166050548576,0.555530766630757,0.850838768327056,0.850838415795805,0.541166050548576,0.555530766630757,0,0.02,1,0.850838768327056,0.850838415795805,0,0.02,1
120,0.75,0.25,15,10,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.511556308857598,0.53549334437591,0.891377211145233,0.895379866232456,0.511556308857598,0.53549334437591,0,0.02,1,0.891377211145233,0.895379866232456,0,0.02,1
121,0.75,0.25,20,2,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.61587100000402,0.653949697422616,0.794597491439718,0.814311729301334,0.61587100000402,0.653949697422616,0,0.02,1,0.794597491439718,0.814311729301334,0,0.02,1
122,0.75,0.25,20,5,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.632637080056942,0.672878472964613,0.918027441914849,0.922519823107358,0.632637080056942,0.672878472964613,0,0.02,1,0.918027441914849,0.922519823107358,0,0.02,1
123,0.75,0.25,20,10,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.615767743630665,0.653849557040844,0.979367125536753,0.979367977379826,0.615767743630665,0.653849557040844,0,0.02,1,0.979367125536753,0.979367977379826,0,0.02,1
124,0.75,0.25,30,2,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.834974946285196,0.84111535041914,0.904164214040219,0.908606170144942,0.834974946285196,0.84111535041914,0,0.02,1,0.904164214040219,0.908606170144942,0,0.02,1
125,0.75,0.25,30,5,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.794165492335249,0.82135611498356,0.983010723199612,0.983070352521732,0.794165492335249,0.82135611498356,0,0.02,1,0.983010723199612,0.983070352521732,0,0.02,1
126,0.75,0.25,30,10,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.802792962754463,0.823236075056585,0.995859786233617,0.995910572685215,0.802792962754463,0.823236075056585,0,0.02,1,0.995859786233617,0.995910572685215,0,0.02,1
127,0.75,0.5,15,2,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.457696602728249,0.494206923230088,0.569412147189635,0.595779362502334,0.457696602728249,0.494206923230088,0,0.02,1,0.569412147189635,0.595779362502334,0,0.02,1
128,0.75,0.5,15,5,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.516005273976175,0.515967793442332,0.700290662036391,0.739895581640554,0.516005273976175,0.515967793442332,0,0.02,1,0.700290662036391,0.739895581640554,0,0.02,1
129,0.75,0.5,15,10,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.516005273976175,0.515967793442332,0.850838768327056,0.850838415795805,0.516005273976175,0.515967793442332,0,0.02,1,0.850838768327056,0.850838415795805,0,0.02,1
130,0.75,0.5,20,2,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.600131663672712,0.635251502418684,0.73042320516882,0.765761771100344,0.600131663672712,0.635251502418684,0,0.02,1,0.73042320516882,0.765761771100344,0,0.02,1
131,0.75,0.5,20,5,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.610333350765094,0.647480980420389,0.856487533345089,0.857297355275837,0.610333350765094,0.647480980420389,0,0.02,1,0.856487533345089,0.857297355275837,0,0.02,1
132,0.75,0.5,20,10,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.56733846159431,0.5929608269238,0.875912040716523,0.878872041763501,0.56733846159431,0.5929608269238,0,0.02,1,0.875912040716523,0.878872041763501,0,0.02,1
133,0.75,0.5,30,2,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.821496490929566,0.832405654440628,0.884123661031364,0.887707546685093,0.821496490929566,0.832405654440628,0,0.02,1,0.884123661031364,0.887707546685093,0,0.02,1
134,0.75,0.5,30,5,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.785911656452276,0.808260862951101,0.939773688905977,0.943525909686815,0.785911656452276,0.808260862951101,0,0.02,1,0.939773688905977,0.943525909686815,0,0.02,1
135,0.75,0.5,30,10,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.764339188705278,0.792507722940728,0.976804392600261,0.977154314331069,0.764339188705278,0.792507722940728,0,0.02,1,0.976804392600261,0.977154314331069,0,0.02,1
136,0.75,0.75,15,2,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.417090275587847,0.475458666186991,0.54125642246041,0.555666238595148,0.417090275587847,0.475458666186991,0,0.02,1,0.54125642246041,0.555666238595148,0,0.02,1
137,0.75,0.75,15,5,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.436548568101185,0.484877931689954,0.615186715428916,0.653156667431425,0.436548568101185,0.484877931689954,0,0.02,1,0.615186715428916,0.653156667431425,0,0.02,1
138,0.75,0.75,15,10,0.509308305981161,0.000039647422144351,0.509347953403305,0.509347953403305,0.509308305981161,0.421587803447085,0.477713064770369,0.668809796889009,0.710382452218382,0.421587803447085,0.477713064770369,0,0.02,1,0.668809796889009,0.710382452218382,0,0.02,1
139,0.75,0.75,20,2,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.57141788321192,0.598486079083673,0.647642081664423,0.688924619128174,0.57141788321192,0.598486079083673,0,0.02,1,0.647642081664423,0.688924619128174,0,0.02,1
140,0.75,0.75,20,5,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.574463087243319,0.602559412921349,0.772308842624041,0.798364137559056,0.574463087243319,0.602559412921349,0,0.02,1,0.772308842624041,0.798364137559056,0,0.02,1
141,0.75,0.75,20,10,0.637392113116611,0.00000960818465534086,0.637401721301266,0.637401721301266,0.637392113116611,0.564664882072117,0.589305265983489,0.850965699418893,0.850987577380009,0.564664882072117,0.589305265983489,0,0.02,1,0.850965699418893,0.850987577380009,0,0.02,1
142,0.75,0.75,30,2,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.767453479776496,0.794819096098722,0.850965699418893,0.850987577380009,0.767453479776496,0.794819096098722,0,0.02,1,0.850965699418893,0.850987577380009,0,0.02,1
143,0.75,0.75,30,5,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.776263130135453,0.801260266152456,0.890046380261108,0.893979047974793,0.776263130135453,0.801260266152456,0,0.02,1,0.890046380261108,0.893979047974793,0,0.02,1
144,0.75,0.75,30,10,0.814970951644517,0.000000725602621098886,0.814971677247138,0.814971677247138,0.814970951644517,0.739327558502334,0.773047766329525,0.910788237344317,0.915311697035338,0.739327558502334,0.773047766329525,0,0.02,1,0.910788237344317,0.915311697035338,0,0.02,1
145,1,0,15,2,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.785868572213105,0.808258750349516,0.913076540791429,0.917601407431659,0.785868572213105,0.808258750349516,0,0.02,1,0.913076540791429,0.917601407431659,0,0.02,1
146,1,0,15,5,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.684478121189753,0.737735415857188,0.998881047699753,0.998881119163905,0.684478121189753,0.737735415857188,0,0.02,1,0.998881047699753,0.998881119163905,0,0.02,1
147,1,0,15,10,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.649830294446097,0.698064111211518,0.999987173503211,0.999987173681437,0.649830294446097,0.698064111211518,0,0.02,1,0.999987173503211,0.999987173681437,0,0.02,1
148,1,0,20,2,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.885883375950124,0.889588573839402,0.979488626533964,0.979492017595979,0.885883375950124,0.889588573839402,0,0.02,1,0.979488626533964,0.979492017595979,0,0.02,1
149,1,0,20,5,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.867237725635136,0.872360403843633,0.999982042996626,0.999982043154012,0.867237725635136,0.872360403843633,0,0.02,1,0.999982042996626,0.999982043154012,0,0.02,1
150,1,0,20,10,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.848137675919488,0.8562513043993,0.999998583724819,0.999998583760659,0.848137675919488,0.8562513043993,0,0.02,1,0.999998583724819,0.999998583760659,0,0.02,1
151,1,0,30,2,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.971714339529275,0.973094347754149,0.998972144893674,0.998972302871151,0.971714339529275,0.973094347754149,0,0.02,1,0.998972144893674,0.998972302871151,0,0.02,1
152,1,0,30,5,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.943459494444266,0.947468359117513,0.999997514840547,0.999997514900778,0.943459494444266,0.947468359117513,0,0.02,1,0.999997514840547,0.999997514900778,0,0.02,1
153,1,0,30,10,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.93817068854609,0.942298892995838,1,1,0.93817068854609,0.942298892995838,0,0.02,1,1,1,NA,NA,NA
154,1,0.25,15,2,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.717679713255628,0.755087633911322,0.867345578826896,0.869476434734862,0.717679713255628,0.755087633911322,0,0.02,1,0.867345578826896,0.869476434734862,0,0.02,1
155,1,0.25,15,5,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.715229939408114,0.753007466231128,0.966109709314107,0.96768973096184,0.715229939408114,0.753007466231128,0,0.02,1,0.966109709314107,0.96768973096184,0,0.02,1
156,1,0.25,15,10,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.671514739699706,0.713078579646371,0.979448122852032,0.979450670857261,0.671514739699706,0.713078579646371,0,0.02,1,0.979448122852032,0.979450670857261,0,0.02,1
157,1,0.25,20,2,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.868860395478084,0.871154701078829,0.946601769231251,0.949918466661552,0.868860395478084,0.871154701078829,0,0.02,1,0.946601769231251,0.949918466661552,0,0.02,1
158,1,0.25,20,5,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.872674978474583,0.875358979643388,0.987485306796102,0.987579542690119,0.872674978474583,0.875358979643388,0,0.02,1,0.987485306796102,0.987579542690119,0,0.02,1
159,1,0.25,20,10,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.857098236275111,0.858072181862099,0.997409336750155,0.997436133147899,0.857098236275111,0.858072181862099,0,0.02,1,0.997409336750155,0.997436133147899,0,0.02,1
160,1,0.25,30,2,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.97040715139941,0.971559685452442,0.990693378980753,0.990787688230512,0.97040715139941,0.971559685452442,0,0.02,1,0.990693378980753,0.990787688230512,0,0.02,1
161,1,0.25,30,5,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.951503433285488,0.954636493478942,0.999638019695701,0.99963830141226,0.951503433285488,0.954636493478942,0,0.02,1,0.999638019695701,0.99963830141226,0,0.02,1
162,1,0.25,30,10,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.942169356181333,0.945893093649214,0.999983753159638,0.99998375332982,0.942169356181333,0.945893093649214,0,0.02,1,0.999983753159638,0.99998375332982,0,0.02,1
163,1,0.5,15,2,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.706787852826676,0.745659366642104,0.850838768327056,0.850838415795805,0.706787852826676,0.745659366642104,0,0.02,1,0.850838768327056,0.850838415795805,0,0.02,1
164,1,0.5,15,5,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.673435889459246,0.71489233236204,0.886027908938949,0.889733078617594,0.673435889459246,0.71489233236204,0,0.02,1,0.886027908938949,0.889733078617594,0,0.02,1
165,1,0.5,15,10,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.661012252526783,0.702637918351985,0.924439887535804,0.928809665421949,0.661012252526783,0.702637918351985,0,0.02,1,0.924439887535804,0.928809665421949,0,0.02,1
166,1,0.5,20,2,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.850884357033488,0.85089199395105,0.897011542844379,0.901251498856456,0.850884357033488,0.85089199395105,0,0.02,1,0.897011542844379,0.901251498856456,0,0.02,1
167,1,0.5,20,5,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.852830846693023,0.853129418081214,0.971441733982116,0.972432946007232,0.852830846693023,0.853129418081214,0,0.02,1,0.971441733982116,0.972432946007232,0,0.02,1
168,1,0.5,20,10,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.850957419003259,0.850977848103432,0.979468374274264,0.97947134422662,0.850957419003259,0.850977848103432,0,0.02,1,0.979468374274264,0.97947134422662,0,0.02,1
169,1,0.5,30,2,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.96486685252994,0.966590363819745,0.984459501388904,0.984534653692252,0.96486685252994,0.966590363819745,0,0.02,1,0.984459501388904,0.984534653692252,0,0.02,1
170,1,0.5,30,5,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.951732166752666,0.954685351338389,0.994438783611148,0.994506372829975,0.951732166752666,0.954685351338389,0,0.02,1,0.994438783611148,0.994506372829975,0,0.02,1
171,1,0.5,30,10,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.942179294460615,0.945809061147014,0.998902315176263,0.998902408651273,0.942179294460615,0.945809061147014,0,0.02,1,0.998902315176263,0.998902408651273,0,0.02,1
172,1,0.75,15,2,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.666738753970461,0.70834315588443,0.787413363799797,0.809270068380207,0.666738753970461,0.70834315588443,0,0.02,1,0.787413363799797,0.809270068380207,0,0.02,1
173,1,0.75,15,5,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.668551122204638,0.710128433193607,0.85595681913175,0.856694151794729,0.668551122204638,0.710128433193607,0,0.02,1,0.85595681913175,0.856694151794729,0,0.02,1
174,1,0.75,15,10,0.752921015617926,0.00000201888556261576,0.752923034503488,0.752923034503488,0.752921015617926,0.649529469706979,0.690894667291573,0.8715976038955,0.874163096826835,0.649529469706979,0.690894667291573,0,0.02,1,0.8715976038955,0.874163096826835,0,0.02,1
175,1,0.75,20,2,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.845922916805883,0.849484099496562,0.874841219977401,0.877707639442892,0.845922916805883,0.849484099496562,0,0.02,1,0.874841219977401,0.877707639442892,0,0.02,1
176,1,0.75,20,5,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.850861932337608,0.850865640030921,0.906577728135649,0.911053431953381,0.850861932337608,0.850865640030921,0,0.02,1,0.906577728135649,0.911053431953381,0,0.02,1
177,1,0.75,20,10,0.868952801692497,0.000000226032087935479,0.868953027724585,0.868953027724585,0.868952801692497,0.85086460364762,0.850868779477068,0.947138321886946,0.950414046623291,0.85086460364762,0.850868779477068,0,0.02,1,0.947138321886946,0.950414046623291,0,0.02,1
178,1,0.75,30,2,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.946698197095232,0.950019717589924,0.979508879631186,0.979512690965338,0.946698197095232,0.950019717589924,0,0.02,1,0.979508879631186,0.979512690965338,0,0.02,1
179,1,0.75,30,5,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.950529974286158,0.953565386568856,0.984843277729801,0.984921870562603,0.950529974286158,0.953565386568856,0,0.02,1,0.984843277729801,0.984921870562603,0,0.02,1
180,1,0.75,30,10,0.96770825429771,0.00000000394480736964908,0.967708258242518,0.967708258242518,0.96770825429771,0.932469639328059,0.936583073329108,0.985874534804533,0.98596103380009,0.932469639328059,0.936583073329108,0,0.02,1,0.985874534804533,0.98596103380009,0,0.02,1
